site,title,price,image_url,product_url,size_value,size_unit,pack_count,normalized_quantity,notes,unit_price,unit_price_unit,per_unit_price
Alfatah,MITCHELLS JAM MARMALADE GOLDEN MIST 410 GM,299.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_9_3a8ddc11-c48e-4fb5-a64d-f0aa02b6e695.jpg?v=1735710651,https://alfatah.pk/products/mitchells-jam-marmalade-golden-mist-450-gm,410.0,g,0,410.0,no-pack,0.7292682926829268,PKR/g,299.0
Alfatah,KOLSON JAM HEARTS BISCUITS STRAW & VANILA 26.2 GM BAR PACK B,240.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/671866278607_796a397a-8460-44f2-bf04-bc4fc8155e8c.jpg?v=1758775906,https://alfatah.pk/products/kolson-jam-hearts-biscuits-straw-vanila-26-2-gm-bar-pack-b,26.2,g,0,26.2,no-pack,9.160305343511451,PKR/g,240.0
Alfatah,KOLSON JAM HEARTS BISCUITS LEMON 26.2 GM BAR PACK BOX 12PC,240.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/671866278614_145f7a1e-279c-48e9-ba6c-665391337bc7.jpg?v=1758775702,https://alfatah.pk/products/kolson-jam-hearts-biscuits-lemon-26-2-gm-bar-pack-box-12pc,26.2,g,12,26.2,,9.160305343511451,PKR/g,20.0
Alfatah,LAZIZA GULAB JAMUN DESSERT MIX 85 GM,220.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000115397.jpg?v=1748524950,https://alfatah.pk/products/laziza-gulab-jamun-dessert-mix-85-gm,85.0,g,0,85.0,no-pack,2.588235294117647,PKR/g,220.0
Metro,Shezan Jam Strawberry 440GM,270.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,440.0,g,0,440.0,no-pack,0.6136363636363636,PKR/g,270.0
Metro,Mitchell Jam Mix Fruit 450 GM,339.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,450.0,g,0,450.0,no-pack,0.7533333333333333,PKR/g,339.0
Metro,Shezan Jam Mix Fruit 370 GM,270.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,370.0,g,0,370.0,no-pack,0.7297297297297297,PKR/g,270.0
Metro,Shezan Jam Mango 440 GM,270.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,440.0,g,0,440.0,no-pack,0.6136363636363636,PKR/g,270.0
Metro,Mitchell Jam Mango Fruit 450 GM,339.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,450.0,g,0,450.0,no-pack,0.7533333333333333,PKR/g,339.0
Metro,National Jam Apple 440 GM,295.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,440.0,g,0,440.0,no-pack,0.6704545454545454,PKR/g,295.0
