site,title,price,image_url,product_url,size_value,size_unit,pack_count,normalized_quantity,notes,unit_price,unit_price_unit,per_unit_price
Naheed,"Nurpur Butter, 100g",420.0,https://media.naheed.pk/catalog/product/cache/57044254b6ba66615c533891fd7cf70f/1/0/1017309-1.jpg,https://www.naheed.pk/nurpur-butter-100g,100.0,g,0,100.0,no-pack,4.2,PKR/g,420.0
Alfatah,FRESH ST BUTTER SALTED 100GM,328.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964002882823_f8391352-2e8b-48c2-b79c-bc35928070f3.jpg?v=1745066512,https://alfatah.pk/products/fresh-st-butter-salted-100gm,100.0,g,0,100.0,no-pack,3.28,PKR/g,328.0
Alfatah,FRESH ST BUTTER SALTED 80 GM,490.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964002883097_d68851ad-e6b1-4470-b0e4-7b06173b0723.jpg?v=1745066516,https://alfatah.pk/products/fresh-st-butter-salted-08-gm,80.0,g,0,80.0,no-pack,6.125,PKR/g,490.0
Alfatah,ADAMS UNSALTED WHITE BUTTER 200 GM,645.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/products/8964000074770_1.jpg?v=1710762647,https://alfatah.pk/products/adams-unsalted-white-butter-200-gm,200.0,g,0,200.0,no-pack,3.225,PKR/g,645.0
Alfatah,ADAMS SALTED BUTTER 50GM,205.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_7_33f0f5c5-ef8d-4eec-aede-a3da45cf3157.jpg?v=1719469074,https://alfatah.pk/products/adams-salted-butter-50gm,50.0,g,0,50.0,no-pack,4.1,PKR/g,205.0
Alfatah,ADAMS BUTTER 1 KG,2875.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_5_0499f453-d9a5-478a-983d-da62187c2205.png?v=1763121899,https://alfatah.pk/products/adams-butter-1-kg,1.0,kg,0,1000.0,no-pack,2.875,PKR/g,2875.0
Alfatah,NURPUR BUTTER 50 GM,260.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/12624376-1-A.webp?v=1690222739,https://alfatah.pk/products/nurpur-butter-50-gm,50.0,g,0,50.0,no-pack,5.2,PKR/g,260.0
Alfatah,FRESH ST BUTTER SALTED 200GM,625.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964002882892_073b857b-a794-4770-83c6-4637667ada00.jpg?v=1744717560,https://alfatah.pk/products/fresh-st-butter-salted-200gm,200.0,g,0,200.0,no-pack,3.125,PKR/g,625.0
Alfatah,FF SALTED BUTTER 100 GM,399.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457897.jpg?v=1756899271,https://alfatah.pk/products/ff-salted-butter-100-gm,100.0,g,0,100.0,no-pack,3.99,PKR/g,399.0
Alfatah,FF SALTED BUTTER 500 GM,1490.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457891.jpg?v=1749642954,https://alfatah.pk/products/ff-salted-butter-500-gm,500.0,g,0,500.0,no-pack,2.98,PKR/g,1490.0
Alfatah,FF SALTED BUTTER 1000 GM,2990.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457890.jpg?v=1749642929,https://alfatah.pk/products/ff-salted-butter-1000-gm,1000.0,g,0,1000.0,no-pack,2.99,PKR/g,2990.0
Alfatah,FF SALTED BUTTER 250 GM,895.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457894.jpg?v=1756899252,https://alfatah.pk/products/ff-salted-butter-250-gm,250.0,g,0,250.0,no-pack,3.58,PKR/g,895.0
Alfatah,NURPUR BUTTER 10GM,70.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_11_0c6ad1a5-5b0e-4516-b0a6-7d693969f4e2.png?v=1744008279,https://alfatah.pk/products/nurpur-butter-10gm,10.0,g,0,10.0,no-pack,7.0,PKR/g,70.0
Alfatah,FF UN-SALTED BUTTER 250 GM,895.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457901.jpg?v=1756899340,https://alfatah.pk/products/ff-un-salted-butter-250-gm,250.0,g,0,250.0,no-pack,3.58,PKR/g,895.0
Alfatah,FRESH ST BUTTER UNSALTED 100 GM,328.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_7_1f00bc84-ed65-4e92-b707-d25416ec8b69.png?v=1758365144,https://alfatah.pk/products/fresh-st-australian-unsalted-butter-100gm,100.0,g,0,100.0,no-pack,3.28,PKR/g,328.0
Alfatah,ADAMS BUTTER 200 GM,645.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/033SaltedButter200gm.jpg?v=1710153394,https://alfatah.pk/products/adams-butter-200-gm,200.0,g,0,200.0,no-pack,3.225,PKR/g,645.0
Alfatah,ADAMS BUTTER 100 GM,345.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/032SaltedButter100gm.jpg?v=1710153368,https://alfatah.pk/products/adams-butter-100-gm,100.0,g,0,100.0,no-pack,3.45,PKR/g,345.0
Alfatah,NURPUR BUTTER UNSALTED 200GM,795.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961101372460.jpg?v=1690222742,https://alfatah.pk/products/nurpur-butter-unsalted-200gm,200.0,g,0,200.0,no-pack,3.975,PKR/g,795.0
Alfatah,NURPUR BUTTER 200 GM,795.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/1234567890050_1_084b7589-e840-4f6b-b7a8-36327fb0beb7.jpg?v=1725357687,https://alfatah.pk/products/nurpur-butter-200-gm,200.0,g,0,200.0,no-pack,3.975,PKR/g,795.0
Alfatah,NURPUR BUTTER 100 GM,415.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/1234567890074_1.jpg?v=1706080659,https://alfatah.pk/products/nurpur-butter-100-gm,100.0,g,0,100.0,no-pack,4.15,PKR/g,415.0
Alfatah,KERNEL POP SNACK PACK BUTTER 15 GM,60.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/886635001328_390a3b4f-f1ce-4cb4-839e-9744e07467ce.jpg?v=1738841684,https://alfatah.pk/products/kernel-pop-snack-pack-butter-15-gm,15.0,g,0,15.0,no-pack,4.0,PKR/g,60.0
Alfatah,NATURAL PEANUT BUTTER 200GM,1580.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_24_f3d204cf-8f31-4031-90b6-fc1bec745a07.png?v=1745413498,https://alfatah.pk/products/natural-peanut-butter-200gm,200.0,g,0,200.0,no-pack,7.9,PKR/g,1580.0
Alfatah,PREMA PURE BUTTER 190GM,620.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8966000028432_1.jpg?v=1706018240,https://alfatah.pk/products/prema-pure-butter-190gm,190.0,g,0,190.0,no-pack,3.263157894736842,PKR/g,620.0
Alfatah,TIFFANY DELIGHT BUTTER COOKIES 40 GM,385.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000091061.jpg?v=1757506240,https://alfatah.pk/products/tiffany-delight-butter-cookies-40-gm,40.0,g,0,40.0,no-pack,9.625,PKR/g,385.0
Alfatah,TIFFANY DELIGHT BUTTER COOKIES 40G-BOX,27720.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000091061-CARTON.jpg?v=1690228413,https://alfatah.pk/products/tiffany-delight-butter-cookies-40-gm-carton,40.0,g,0,40.0,no-pack,693.0,PKR/g,27720.0
Alfatah,SHAN BUTTER CHICKEN MASALA 50 GM,150.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000372492_6045b614-5763-46e7-807f-350277f4a20b.jpg?v=1748507014,https://alfatah.pk/products/shan-butter-chicken-masala-50-gm,50.0,g,0,50.0,no-pack,3.0,PKR/g,150.0
Alfatah,FRESH ST AUSTRALIAN UNSALTED BUTTER 10PCS 80 GM,490.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_19_4847877b-1922-4889-8e6c-c9ecdc3f10e4.png?v=1762236012,https://alfatah.pk/products/fresh-st-australian-unsalted-butter-10pcs-100gm,80.0,g,10,80.0,,6.125,PKR/g,49.0
Alfatah,FF SALTED BUTTER 8 GM,55.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000547292.jpg?v=1748938917,https://alfatah.pk/products/ff-salted-butter-8-gm,8.0,g,0,8.0,no-pack,6.875,PKR/g,55.0
Alfatah,NURPUR BUTTER SLIGHTLY SALTED 200GM,795.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961101372873_1.jpg?v=1690222739,https://alfatah.pk/products/nurpur-butter-slightly-salted-200gm,200.0,g,0,200.0,no-pack,3.975,PKR/g,795.0
Alfatah,NESTLE MILKPAK BUTTER SALTED 200GM,660.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2025-06-11T122204.536.png?v=1749626543,https://alfatah.pk/products/nestle-milkpak-butter-200gm,200.0,g,0,200.0,no-pack,3.3,PKR/g,660.0
Alfatah,LURPAK BUTTER UNSALTED 400 GM,2395.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900864405_1_8a620ebc-914f-43ea-9d8a-523df3738711.jpg?v=1706080976,https://alfatah.pk/products/lurpak-butter-unsalted-400-gm,400.0,g,0,400.0,no-pack,5.9875,PKR/g,2395.0
Alfatah,LURPAK BUTTER UNSALTED 200 GM,1245.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900884304_1.jpg?v=1706009660,https://alfatah.pk/products/lurpak-butter-unsalted-200-gm,200.0,g,0,200.0,no-pack,6.225,PKR/g,1245.0
Alfatah,SUPERSEEDS PEANUT BUTTER 450 GM,1645.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024040001597_851c638a-a13c-4532-8e02-39eb15623891.jpg?v=1735889442,https://alfatah.pk/products/superseeds-peanut-butter-450-gm,450.0,g,0,450.0,no-pack,3.6555555555555554,PKR/g,1645.0
Alfatah,KERNEL POPCORN BUTTER 270 GM,465.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/886635000017_1_a7ada0c5-05ce-4134-b494-1d596c51406d.jpg?v=1706008769,https://alfatah.pk/products/kernel-popcorn-butter-270-gm,270.0,g,0,270.0,no-pack,1.7222222222222223,PKR/g,465.0
Alfatah,YOUNGS PEANUT BUTTER CREAMY 320GM,745.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000481430_0c0a7401-cc3b-4a0a-931f-26f9522566fe.jpg?v=1754739190,https://alfatah.pk/products/youngs-peanut-butter-creamy-320gm,320.0,g,0,320.0,no-pack,2.328125,PKR/g,745.0
Alfatah,AMERICAN KUISINE BUTTER COOKIES 40GM,210.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964002862559_70594cf3-340b-4dd8-bf16-25077f2742c0.jpg?v=1717590558,https://alfatah.pk/products/american-kuisine-butter-cookies-40gm,40.0,g,0,40.0,no-pack,5.25,PKR/g,210.0
Alfatah,NESTLE MILKPAK BUTTER SALTED 100GM,350.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2025-06-11T122039.818.png?v=1749626470,https://alfatah.pk/products/nestle-milkpak-butter-100gm,100.0,g,0,100.0,no-pack,3.5,PKR/g,350.0
Alfatah,KERNEL POPCORN BUTTER 90 GM,160.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_67_bd852d57-cc3c-4d58-aba6-feb46733032f.png?v=1744199515,https://alfatah.pk/products/kernel-popcorn-butter-90-gm,90.0,g,0,90.0,no-pack,1.7777777777777777,PKR/g,160.0
Alfatah,POPNOSH BUTTER POPCORN SALT 450GM,290.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_3_aea1e430-1103-482c-80b5-80fe2d96c22b.jpg?v=1703103757,https://alfatah.pk/products/popnosh-butter-popcorn-salt-450gm,450.0,g,0,450.0,no-pack,0.6444444444444445,PKR/g,290.0
Alfatah,AURA NIRVANA SOOTHING BODY BUTTER 70G,2100.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/Nirvana-butter.png?v=1693175526,https://alfatah.pk/products/aura-craft-nirvana-soothing-body-butter,70.0,g,0,70.0,no-pack,30.0,PKR/g,2100.0
Alfatah,FRESH ST BUTTER UNSALTED 200 GM,625.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_5_2ceca25b-4851-4104-86ae-a270576a1866.png?v=1763465315,https://alfatah.pk/products/fresh-st-australian-unsalted-butter-200gm,200.0,g,0,200.0,no-pack,3.125,PKR/g,625.0
Alfatah,Nutri Lov Peanut Butter & Raisin 45G,210.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/705632506004FS.jpg?v=1754912749,https://alfatah.pk/products/nutri-lov-peanut-butter-raisin-45g,45.0,g,0,45.0,no-pack,4.666666666666667,PKR/g,210.0
Alfatah,KERNEL POPCORN ENGLISH BUTTER 90 GM,160.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000446442-1000.png?v=1690218030,https://alfatah.pk/products/kernel-popcorn-english-butter-90-gm,90.0,g,0,90.0,no-pack,1.7777777777777777,PKR/g,160.0
Alfatah,KERNEL POP CORN BUTTER 80 GM,105.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000113695.jpg?v=1744201033,https://alfatah.pk/products/kernel-pop-corn-butter-80-gm,80.0,g,0,80.0,no-pack,1.3125,PKR/g,105.0
Alfatah,FF UN-SALTED BUTTER 500 GM,1490.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457899.jpg?v=1756899315,https://alfatah.pk/products/ff-un-salted-butter-500-gm,500.0,g,0,500.0,no-pack,2.98,PKR/g,1490.0
Alfatah,FF UN-SALTED BUTTER 1000 GM,2990.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457898.jpg?v=1756899294,https://alfatah.pk/products/ff-un-salted-butter-1000-gm,1000.0,g,0,1000.0,no-pack,2.99,PKR/g,2990.0
Alfatah,FF UN-SALTED BUTTER 100 GM,399.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000457902.jpg?v=1756899361,https://alfatah.pk/products/ff-un-salted-butter-100-gm,100.0,g,0,100.0,no-pack,3.99,PKR/g,399.0
Alfatah,FRESH ST BUTTER GARLIC & HERB 100GM,1255.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000460519_3a47c91c-bc44-4d7c-a4cf-80ee476ac9ae.jpg?v=1755781384,https://alfatah.pk/products/fresh-st-butter-garlic-herb-100gm,100.0,g,0,100.0,no-pack,12.55,PKR/g,1255.0
Alfatah,LURPAK BUTTER MINI PC 10 GM,60.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000112793-1000.png?v=1690219624,https://alfatah.pk/products/lurpak-butter-mini-pc-10-gm,10.0,g,0,10.0,no-pack,6.0,PKR/g,60.0
Alfatah,JUST PEANUTS BUTTER CHUNKY 450 GM,1295.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_23_196df098-4941-44cb-81e7-5d566b10eb8f.png?v=1749119229,https://alfatah.pk/products/just-peanuts-butter-chunky-450-gm,450.0,g,0,450.0,no-pack,2.8777777777777778,PKR/g,1295.0
Alfatah,BISMARK BISCUITS BUTTER COOKIES 70 GM,145.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0792649750056_1_9ccd262f-f937-49f4-954c-187c577f2c30.jpg?v=1715434884,https://alfatah.pk/products/bismark-biscuits-butter-cookies-70-gm,70.0,g,0,70.0,no-pack,2.0714285714285716,PKR/g,145.0
Alfatah,POPNOSH FRENCH BUTTER POPCORN 40 GM,150.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_16_63582158-2a58-41bd-8192-02cf50da5729.png?v=1742793812,https://alfatah.pk/products/popnosh-french-butter-popcorn-40-gm,40.0,g,0,40.0,no-pack,3.75,PKR/g,150.0
Alfatah,TIFFANY DELIGHTS BUTTER COOKIES 80 GM,995.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6b8bc2db1000e60eb8052358024d0dd9.jpg?v=1690228418,https://alfatah.pk/products/tiffany-delights-butter-cookies-100-gm,80.0,g,0,80.0,no-pack,12.4375,PKR/g,995.0
Alfatah,N HUG CREAMY PEANUT BUTTER 340GM,1145.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2025340000914_3c752c35-9831-441d-81e3-bf619f8de0d6.jpg?v=1759494045,https://alfatah.pk/products/n-hug-creamy-peanut-butter-340gm,340.0,g,0,340.0,no-pack,3.3676470588235294,PKR/g,1145.0
Alfatah,LURPAK BUTTER PORTION SALTED 100 GM,695.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0655469210417_f853e15f-7b6b-47a6-9d2b-475128e17b61.jpg?v=1753101416,https://alfatah.pk/products/lurpak-butter-portion-salted-100-gm,100.0,g,0,100.0,no-pack,6.95,PKR/g,695.0
Alfatah,YOUNGS PEANUT BUTTER CREAMY 340 GM,745.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0725765615527_4ad31dd4-2b0e-4116-b57f-b7483ecb40cc.jpg?v=1738931893,https://alfatah.pk/products/youngs-peanut-butter-creamy-340-gm,340.0,g,0,340.0,no-pack,2.1911764705882355,PKR/g,745.0
Alfatah,CO NATURAL ULTRA BODY BUTTER 120GM,1765.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000206263.png?v=1741086363,https://alfatah.pk/products/co-natural-ultra-body-butter-120gm,120.0,g,0,120.0,no-pack,14.708333333333334,PKR/g,1765.0
Alfatah,JUST PEANUTS BUTTER CREAMY 450 GM,1295.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024040001566_e652ec1c-c2bc-421e-9310-4ddf3509ff62.jpg?v=1735889438,https://alfatah.pk/products/just-peanuts-butter-creamy-450-gm,450.0,g,0,450.0,no-pack,2.8777777777777778,PKR/g,1295.0
Alfatah,YOUNGS PEANUT BUTTER CRUNCHY 454 GM,945.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0725765615558_d950d864-999b-4928-8abf-e60c46b122b0.jpg?v=1735889413,https://alfatah.pk/products/youngs-peanut-butter-crunchy-454-gm,454.0,g,0,454.0,no-pack,2.0814977973568283,PKR/g,945.0
Alfatah,YOUNGS PEANUT BUTTER CRUNCHY 340 GM,745.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0725765615541_1c42c5f0-460c-48ce-9139-082e2f4238b2.jpg?v=1735889411,https://alfatah.pk/products/youngs-peanut-butter-crunchy-340-gm,340.0,g,0,340.0,no-pack,2.1911764705882355,PKR/g,745.0
Alfatah,TRADITION PEANUT BUTTER CHOCOLATE 300 GM,1050.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8967701101141_95633ecf-7b0b-4f7e-b539-9763aa1ca702.jpg?v=1726643726,https://alfatah.pk/products/tradition-peanut-butter-chocolate-300-gm,300.0,g,0,300.0,no-pack,3.5,PKR/g,1050.0
Alfatah,BISMARK BISCUITS BUTTER COOKIES 126 GM,235.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0792649750049_1_36b5a34c-cad3-478a-8cbd-945903f573c5.jpg?v=1715434880,https://alfatah.pk/products/bismark-biscuits-butter-cookies-126-gm,126.0,g,0,126.0,no-pack,1.8650793650793651,PKR/g,235.0
Alfatah,TRADITION PEANUT BUTTER CREAMY 300 GM,1050.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_3_487f13fb-c1af-43ea-ad7c-243dad2e84b0.jpg?v=1717226147,https://alfatah.pk/products/tradition-peanut-butter-creamy-300-gm,300.0,g,0,300.0,no-pack,3.5,PKR/g,1050.0
Alfatah,TRADITION PEANUT BUTTER CHUNKY 300 GM,1050.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/products/1112131415192_1.jpg?v=1710846813,https://alfatah.pk/products/tradition-peanut-butter-chunky-350-gm,300.0,g,0,300.0,no-pack,3.5,PKR/g,1050.0
Alfatah,DAALI PEANUT BUTTER CHUNKY 300 GM,890.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/products/3336882873508_1.jpg?v=1710762586,https://alfatah.pk/products/daali-peanut-butter-chunky-300-gm,300.0,g,0,300.0,no-pack,2.966666666666667,PKR/g,890.0
Alfatah,INNOVATIVE SHORT BREAD BUTTER COOKIES 68GM,95.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8965310055008_dd569b4a-8d12-4fbe-a1b9-f4d8be9b7f7d.jpg?v=1753101834,https://alfatah.pk/products/innovative-short-bread-butter-cookies-68gm,68.0,g,0,68.0,no-pack,1.3970588235294117,PKR/g,95.0
Alfatah,VASELINE LIP THERAPY COCOA BUTTER 20GM,495.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2024-11-12T162856.249.png?v=1731410945,https://alfatah.pk/products/vaseline-lip-therapy-cocoa-butter-20gm,20.0,g,0,20.0,no-pack,24.75,PKR/g,495.0
Alfatah,LURPAK BUTTER SIGHTLY SALTED 100 GM,665.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900846401_1.jpg?v=1711086026,https://alfatah.pk/products/lurpak-butter-sightly-salted-100-gm,100.0,g,0,100.0,no-pack,6.65,PKR/g,665.0
Alfatah,LURPAK BUTTER SPREADABLE UNSALTED 250 GM,1420.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900103726_1.jpg?v=1706009146,https://alfatah.pk/products/lurpak-butter-spreadable-unsalted-250-gm,250.0,g,0,250.0,no-pack,5.68,PKR/g,1420.0
Alfatah,LURPAK BUTTER SLIGHTLY SALTED 200 GM,1245.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900861305_1.jpg?v=1706009601,https://alfatah.pk/products/lurpak-butter-slightly-salted-200-gm,200.0,g,0,200.0,no-pack,6.225,PKR/g,1245.0
Alfatah,DANISA BUTTER COOKIES TRADITIONAL 90 GM,375.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8996001303702.jpg?v=1690211690,https://alfatah.pk/products/danisa-butter-cookies-traditional-90-gm,90.0,g,0,90.0,no-pack,4.166666666666667,PKR/g,375.0
Alfatah,PALMERS CREAM NURSING BUTTER 30 GM,1995.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000000139_bee7b062-19c5-4c17-a9ba-d211eef24294.jpg?v=1751454525,https://alfatah.pk/products/palmers-cream-nursing-butter-30-gm,30.0,g,0,30.0,no-pack,66.5,PKR/g,1995.0
Alfatah,PEANUT BUTTER WITH HONEY CHUNKY 450 GM,1295.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024040001603_b2b703a5-7f09-4886-9b19-9d1cda87af1b.jpg?v=1737205393,https://alfatah.pk/products/peanut-butter-with-honey-chunky-450-gm,450.0,g,0,450.0,no-pack,2.8777777777777778,PKR/g,1295.0
Alfatah,PEANUT BUTTER WITH HONEY CREAMY 450 GM,1295.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2024040001580_29ab6c3d-86f5-4c86-8e7f-a41fcbb337c9.jpg?v=1737205390,https://alfatah.pk/products/peanut-butter-with-honey-creamy-450-gm,450.0,g,0,450.0,no-pack,2.8777777777777778,PKR/g,1295.0
Alfatah,JIF SPREAD PEANUT BUTTER CREAMY 454 GM,1695.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/50cf8f35-7040-463c-a644-066d191101e9.jpg?v=1725431776,https://alfatah.pk/products/jif-spread-peanut-butter-creamy-454-gm,454.0,g,0,454.0,no-pack,3.7334801762114536,PKR/g,1695.0
Alfatah,LURPAK OLIVE OIL LIGHTER BUTTER 250GM BASIC,1420.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/5740900401556_3cb4f8d4-bdad-43ef-94ab-fd1785ca8b01.jpg?v=1746790568,https://alfatah.pk/products/lurpak-olive-oil-lighter-butter-250gm-basic,250.0,g,0,250.0,no-pack,5.68,PKR/g,1420.0
Alfatah,FF SALTED BUTTER 8 GM (20 PCS),1020.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/735745717624_3360df14-9dca-4060-96bb-5787a06d2643.jpg?v=1753698126,https://alfatah.pk/products/ff-salted-butter-8-gm-20-pcs,8.0,g,20,8.0,,127.5,PKR/g,51.0
Alfatah,FF SALTED BUTTER 8 GM (10 PCS),520.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/735745717623_0ec49e96-0954-4f46-a762-48782f0f7220.jpg?v=1753102107,https://alfatah.pk/products/ff-salted-butter-8-gm-10-pcs,8.0,g,10,8.0,,65.0,PKR/g,52.0
