site,title,price,image_url,product_url,size_value,size_unit,pack_count,normalized_quantity,notes,unit_price,unit_price_unit,per_unit_price,deal_score,deal_tier,price_percentile,value_score,store_rank,ml_predicted_score,product_cluster
Carrefour,Pepsi Bottle 1 Ltr,129.0,https://cdn.mafrservices.com/pim-content/PAK/media/product/46348/1758348005/46348_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-1ltr/p/46348,1.0,l,0,1000.0,no-pack,0.129,PKR/ml,129.0,63.089463570038575,Good,34.21052631578947,66.60523787246487,1,63.134389681713635,3
Carrefour,Pepsi 345 ml (Pack of 12),780.0,https://cdn.mafrservices.com/sys-master-root/hfe/h83/26911559581726/184827_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-345mlx12/p/184827,345.0,ml,12,345.0,,2.260869565217391,PKR/ml,65.0,44.70852093707657,Fair,64.47368421052632,2.0673549742703807,1,44.713148659046766,0
Carrefour,Pepsi 500 ml (Pack of 12),1020.0,https://cdn.mafrservices.com/sys-master-root/had/h59/26911811108894/49281_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-500mlx12/p/49281,500.0,ml,12,500.0,,2.04,PKR/ml,85.0,40.27250624440257,Fair,82.89473684210526,2.4904761373222173,1,40.25433647680436,0
Carrefour,Pepsi 1 lt (Pack of 6),774.0,https://cdn.mafrservices.com/sys-master-root/h0b/h86/15042446360606/49287_main.jpeg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-1ltrx6/p/49287,1.0,l,6,1000.0,,0.774,PKR/ml,129.0,42.69809193748632,Fair,60.526315789473685,9.574177212136842,1,42.6859798835114,1
Carrefour,Pepsi 1.5 lt (Pack of 6),950.0,https://cdn.mafrservices.com/sys-master-root/h67/h86/44956531359774/49296_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-1-5ltrx6/p/49296,1.5,l,6,1500.0,,0.6333333333333333,PKR/ml,158.33333333333334,40.42259559458887,Fair,73.68421052631578,12.109120565419536,1,40.43243019616966,1
Carrefour,Pepsi 2.25 lt (Pack of 6),1320.0,https://cdn.mafrservices.com/sys-master-root/hd8/h14/14052211064862/49302_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-2-25ltrx6/p/49302,2.25,l,6,2250.0,,0.5866666666666667,PKR/ml,220.0,34.94533087448773,Poor,97.36842105263158,13.218590344114055,1,34.95515244873075,1
Carrefour,Pepsi Zero Sugar Carbonated Drink 345ml,49.0,https://cdn.mafrservices.com/pim-content/PAK/media/product/278227/1719385203/278227_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-zero-345ml/p/278227,345.0,ml,0,345.0,no-pack,0.1420289855072463,PKR/ml,49.0,67.81651941376121,Good,5.263157894736842,60.33077221861356,1,67.81941355957235,3
Carrefour,Pepsi Zero 1.5 ltr (Pack Of 6),900.0,https://cdn.mafrservices.com/pim-content/PAK/media/product/222797/1745413804/222797_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-zero-1-5lx6/p/222797,1.5,l,6,1500.0,,0.6,PKR/ml,150.0,41.390438618055576,Fair,71.05263157894737,12.883991281981046,1,41.37219795418527,1
Carrefour,Pepsi Can Pack of 250 ml (Pack of 12),1188.0,https://cdn.mafrservices.com/sys-master-root/he0/had/27751470989342/32406_main%20.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-can-250mlx12/p/32406,250.0,ml,12,250.0,,4.752,PKR/ml,99.0,37.63901667749634,Poor,89.47368421052632,0.018594325319793787,1,37.63711887391472,0
Carrefour,Pepsi Zero Sugar Carbonated Drink 250 ml,99.0,https://cdn.mafrservices.com/pim-content/PAK/media/product/277390/1719385203/277390_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-zero-can-250ml/p/277390,250.0,ml,0,250.0,no-pack,0.396,PKR/ml,99.0,46.937045761235694,Fair,25.0,20.46761440308923,1,46.95043384974325,3
