site,category,section,product_id,title,price,image_url,product_url
Rainbow,GROCERY,OIL & GHEE,2145803,Kausar Canola Oil Bottle,2644.0,https://g-cdn.blinkco.io/ordering-system/55544/gallery/KAUSAR%20CANOLA%20OIL%20BOTTLE5LTR%20.png,
Rainbow,GROCERY,OIL & GHEE,2145804,Mundial Olive Oil Extra Virgin,4090.0,https://g-cdn.blinkco.io/ordering-system/55544/gallery/MUNDIAL%20OLIVE%20OIL%20EXTRA%20VIRGIN%20BOTTLE500ML.png,
Rainbow,GROCERY,OIL & GHEE,2145805,Mundial Olive Oil Extra Virgin,1440.0,https://g-cdn.blinkco.io/ordering-system/55544/gallery/MUNDIAL%20OLIVE%20OIL%20EXTRA%20VIRGIN1LTR.png,
Rainbow,GROCERY,OIL & GHEE,2265683,Dalda Sunflower Oil Bottle,2659.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,2265707,Olivola Oil Bottle,2599.0,https://hypr-images.s3.amazonaws.com/images/rainbowcc/bahria-town-rawalpindi-btr/product/8964000613382-1683970091742.jpg,
Rainbow,GROCERY,OIL & GHEE,2267070,Dalda Banaspati Tin,2884.0,https://g-cdn.blinkco.io/ordering-system/55544/gallery/Dalda%20Banaspati%205Kg%20Tin.png,
Rainbow,GROCERY,OIL & GHEE,2267071,Dalda Banaspati Tin,1469.0,https://g-cdn.blinkco.io/ordering-system/55544/gallery/Dalda%20Banaspati%202.5Kg%20Tin.png,
Rainbow,GROCERY,OIL & GHEE,2061696,Mundial Olive Oil Pomace Extra Light Tin,7490.0,https://g-cdn.blinkco.io/ordering-system/55544/dish_image/1742895149804.png,
Rainbow,GROCERY,OIL & GHEE,1953690,Sufi Canola Oil Can,5794.0,https://em-cdn.eatmubarak.pk/55544/gallery/SUFI%20CANOLA%20OIL%2010LTR%20CAN.png,
Rainbow,GROCERY,OIL & GHEE,2145825,Youngs Orla Canola Oil Pb,529.0,https://g-cdn.blinkco.io/ordering-system/55544/gallery/YOUNGS%20ORLA%20CANOLA%20OIL%20PB1LTR%20.png,
Rainbow,GROCERY,OIL & GHEE,2145827,Youngs Orla Cooking Oil Pb,519.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,1953685,Shafaq Canola Oil Pb,529.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,1953638,Dalda Olive Oil Extra Virgin,11899.0,https://em-cdn.eatmubarak.pk/55544/gallery/DALDA%20OLIVE%20OIL%20EXTRA%20VIRGIN%204LTR%20TIN.png,
Rainbow,GROCERY,OIL & GHEE,2145820,Shahtaj Cooking Oil Noz,515.0,https://g-cdn.blinkco.io/ordering-system/55544/dish_image/1748687995768.png,
